Species,Owner,Country.of.Origin,Region,Number.of.Bags,Bag.Weight,In.Country.Partner,Grading.Date,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Color,Category.Two.Defects,altitude_mean_meters,categoria_altitud,Nombre_Comercial,Cluster
Arabica,juan luis alvarado romero,Guatemala,el progreso,25,69 kg,Asociacion Nacional Del Café,"June 1st, 2017",Bourbon,Washed / Wet,7.58,7.58,7.33,7.58,7.33,7.67,7.67,82.75,0.12,0,Green,0,48.12377472000001,Baja (Arabica),Select Harvest JUA,1
Arabica,"lin, che-hao krude 林哲豪",Taiwan,"台南市東山區( dongshan dist., tainan city)",8,10 kg,Specialty Coffee Association,"June 1st, 2017",Yellow Bourbon,Natural / Dry,7.83,7.67,7.33,7.67,7.58,7.67,7.67,82.75,0.0,0,Green,0,650.0,Baja (Arabica),Private Reserve LIN,1
Arabica,consejo salvadoreño del café,El Salvador,cacahuatique,275,69 kg,Salvadoran Coffee Council,"May 8th, 2017",Bourbon,Washed / Wet,7.67,7.67,7.17,7.33,7.58,7.67,7.67,82.75,0.0,0,Green,4,1250.0,Media (Arabica),Private Reserve CON,1
Arabica,"ceca, s.a.",Costa Rica,tarrazu,250,69 kg,Specialty Coffee Association of Costa Rica,"April 28th, 2017",Caturra,Washed / Wet,7.58,7.5,7.42,7.67,7.42,7.5,7.67,82.75,0.09,0,Blue-Green,1,1850.0,Premium (Arabica),Equinox CEC,1
Arabica,bismarck castro,Honduras,comayagua,275,69 kg,Instituto Hondureño del Café,"April 6th, 2017",Caturra,Natural / Dry,7.58,7.5,7.42,7.58,7.5,7.5,7.67,82.75,0.09,0,Green,6,1400.0,Media (Arabica),Zenith BIS,1
Arabica,ipanema coffees,Brazil,south of minas,320,60 kg,Brazil Specialty Coffee Association,"April 25th, 2016",Yellow Bourbon,Pulped Natural / Honey,7.5,7.5,7.58,7.5,7.58,7.58,7.5,82.75,0.11,0,Blue-Green,1,905.0,Baja (Arabica),Premium Batch IPA,1
Arabica,yunnan coffee exchange,China,yunnan,3,60 kg,Yunnan Coffee Exchange,"April 6th, 2016",Catimor,Natural / Dry,7.67,7.5,7.33,7.33,7.67,7.67,7.58,82.75,0.1,0,Green,0,1100.0,Media (Arabica),Limited Edition YUN,1
Arabica,yunnan coffee exchange,China,menglian,3,60 kg,Yunnan Coffee Exchange,"April 5th, 2016",Catimor,Washed / Wet,7.5,7.67,7.42,7.67,7.5,7.5,7.5,82.75,0.11,0,Green,2,1500.0,Alta (Arabica),Limited Edition YUN,1
Arabica,racafe & cia s.c.a,Colombia,huila,250,70 kg,Almacafé,"November 7th, 2014",Caturra,Washed / Wet,7.5,7.58,7.58,7.75,7.33,7.5,7.5,82.75,0.0,0,Blue-Green,2,1775.0,Alta (Arabica),Private Reserve RAC,1
Arabica,afca,Malawi,mzuzu,29,60 kg,Africa Fine Coffee Association,"November 4th, 2014",Gesha,Washed / Wet,7.75,7.58,7.42,7.5,7.33,7.5,7.67,82.75,0.12,0,Blue-Green,0,1442.0,Media (Arabica),Equinox AFC,1
Arabica,juan luis alvarado romero,Guatemala,jalapa,250,69 kg,Asociacion Nacional Del Café,"June 16th, 2014",Pacas,Washed / Wet,7.75,7.42,7.25,7.75,7.5,7.67,7.42,82.75,0.13,0,Green,2,464.5152000000001,Baja (Arabica),Select Harvest JUA,1
Arabica,coffee export,Colombia,huila,275,1 kg,Almacafé,"May 27th, 2014",Typica,Washed / Wet,7.67,7.42,7.42,7.58,7.33,7.67,7.67,82.75,0.12,0,Green,0,165.0,Baja (Arabica),Premium Batch COF,1
Arabica,eileen koyanagi,United States (Hawaii),kona,10,80 lbs,Specialty Coffee Association,"February 5th, 2014",Hawaiian Kona,Natural / Dry,7.67,7.58,7.42,7.83,7.33,7.5,7.42,82.75,0.1,6,Blue-Green,0,157.93516800000003,Baja (Arabica),Ancestral EIL,1
Arabica,eileen koyanagi,United States (Hawaii),kona,6,100 lbs,Specialty Coffee Association,"February 4th, 2014",Hawaiian Kona,Natural / Dry,7.58,7.83,7.75,7.75,7.42,8.0,7.75,82.75,0.1,0,Green,0,157.93516800000003,Baja (Arabica),Ancestral EIL,0
Arabica,the coffee source inc.,Colombia,antioquia,250,1 kg,Specialty Coffee Association of Costa Rica,"January 21st, 2014",Caturra,Washed / Wet,7.58,7.33,7.17,7.33,7.25,8.58,7.5,82.75,0.1,0,Green,2,1300.0,Media (Arabica),Origins THE,1
Arabica,nestor mendez gomez,Mexico,chiapas,32,1 kg,AMECAFE,"March 29th, 2013",Typica,Washed / Wet,7.58,7.58,7.5,7.5,7.5,7.5,7.58,82.75,0.12,0,Green,6,1550.0,Alta (Arabica),Zenith NES,1
Arabica,sergio de la vequia bernardi,Mexico,veracruz,250,1 kg,AMECAFE,"July 11th, 2012",Typica,Washed / Wet,7.58,7.58,7.33,7.75,7.25,7.58,7.67,82.75,0.12,0,Green,0,1200.0,Media (Arabica),Ancestral SER,1
Arabica,romulo bello flores,Mexico,atoyac de alvarez,21,1 kg,AMECAFE,"June 6th, 2012",Typica,Natural / Dry,8.08,8.17,8.0,8.0,7.83,7.92,8.08,82.75,0.12,1,Green,4,1200.0,Media (Arabica),Horizon ROM,0
Arabica,Desconocido,Colombia,south huila,250,70 kg,Almacafé,"April 11th, 2012",Caturra,Washed / Wet,7.5,7.58,7.42,7.67,7.5,7.58,7.5,82.75,0.0,0,Blue-Green,0,1625.0,Alta (Arabica),Premium Batch DES,1
Arabica,racafe & cia s.c.a,Colombia,huila,100,70 kg,Almacafé,"March 5th, 2012",Caturra,Washed / Wet,7.67,7.58,7.58,7.58,7.5,7.42,7.42,82.75,0.11,0,Green,3,1775.0,Alta (Arabica),Private Reserve RAC,1
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona,6,100 lbs,Specialty Coffee Association,"February 23rd, 2012",Hawaiian Kona,Washed / Wet,7.25,7.75,7.5,7.83,7.67,7.67,7.75,82.75,0.12,0,Green,0,157.93516800000003,Baja (Arabica),Limited Edition KON,1
Arabica,rachel peterson,Panama,boquete,300,2 kg,Specialty Coffee Association,"February 23rd, 2012",Catuai,Washed / Wet,7.42,7.42,7.5,7.58,7.5,7.75,7.58,82.75,0.0,0,Green,4,1100.0,Media (Arabica),Origins RAC,1
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona,14,1,Specialty Coffee Association,"June 29th, 2010",Hawaiian Kona,Natural / Dry,7.75,7.67,7.5,7.83,7.17,7.42,7.42,82.75,0.0,0,Blue-Green,2,157.93516800000003,Baja (Arabica),Limited Edition KON,1
Arabica,ipanema coffees,Brazil,south of minas,320,60 kg,Brazil Specialty Coffee Association,"October 20th, 2017",Bourbon,Natural / Dry,7.5,7.58,7.25,7.75,7.58,7.5,7.5,82.67,0.0,0,Green,4,890.0,Baja (Arabica),Premium Batch IPA,1
Arabica,ipanema coffees,Brazil,south of minas,320,60 kg,Brazil Specialty Coffee Association,"August 16th, 2016",Bourbon,Natural / Dry,7.5,7.58,7.5,7.67,7.5,7.42,7.5,82.67,0.11,0,Blue-Green,3,934.0,Baja (Arabica),Premium Batch IPA,1
Arabica,cqi taiwan icp cqi台灣合作夥伴,Laos,"paksong,laos",60,50 kg,Blossom Valley International,"June 2nd, 2016",Catimor,Washed / Wet,7.67,7.67,7.42,7.42,7.42,7.5,7.58,82.67,0.13,0,Blue-Green,0,1300.0,Media (Arabica),Legacy CQI,1
Arabica,consejo salvadoreño del café,El Salvador,"el balsamo, quezaltepec",275,69 kg,Salvadoran Coffee Council,"March 29th, 2016",Pacas,Washed / Wet,7.67,7.67,7.67,7.67,7.5,7.67,7.5,82.67,0.0,0,Green,7,1200.0,Media (Arabica),Private Reserve CON,1
Arabica,josé luis rojas yeo,Mexico,veracruz,8,8 kg,Centro Agroecológico del Café A.C.,"February 25th, 2016",Typica,Washed / Wet,7.5,7.67,7.42,7.75,7.42,7.17,7.75,82.67,0.11,0,Green,3,1300.0,Media (Arabica),Legacy JOS,1
Arabica,federacion nacional de cafeteros,Colombia,huila,1,2 kg,Almacafé,"November 3rd, 2015",Caturra,Washed / Wet,7.75,7.5,7.33,7.58,7.33,7.75,7.42,82.67,0.0,1,Green,9,1750.0,Alta (Arabica),Zenith FED,1
Arabica,ipanema coffees,Brazil,south of minas,320,2 kg,Brazil Specialty Coffee Association,"October 8th, 2015",Yellow Bourbon,Natural / Dry,7.58,7.5,7.42,7.67,7.5,7.5,7.5,82.67,0.0,0,Green,0,1.0,Baja (Arabica),Premium Batch IPA,1
Arabica,bourbon specialty coffees,Brazil,monte carmelo,300,60 kg,Brazil Specialty Coffee Association,"January 15th, 2015",Catuai,Natural / Dry,7.33,7.5,7.58,7.58,7.67,7.5,7.5,82.67,0.12,0,Green,9,1000.0,Media (Arabica),Heritage BOU,1
Arabica,nitin coffee estate,"Tanzania, United Republic Of",karatu arusha,93,60 kg,Africa Fine Coffee Association,"December 18th, 2014",Other,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.58,7.58,82.67,0.12,0,Green,0,1700.0,Alta (Arabica),Legacy NIT,1
Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of",mbinga,77,60 kg,Africa Fine Coffee Association,"December 15th, 2014",Bourbon,Washed / Wet,7.58,7.5,7.5,7.58,7.33,7.58,7.58,82.67,0.12,0,Green,4,1550.0,Alta (Arabica),Equinox TAY,1
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,嘉義阿里山,10,60 kg,Blossom Valley International,"November 23rd, 2014",Typica,Washed / Wet,8.0,7.83,7.83,7.42,7.25,7.25,7.08,82.67,0.08,0,Green,0,1200.0,Media (Arabica),Legacy CQI,1
Arabica,productos y servicios chilindron s.a. de c.v.,Mexico,la yerba,11,1 kg,AMECAFE,"August 15th, 2014",Typica,Natural / Dry,7.67,7.58,7.42,7.5,7.42,7.5,7.58,82.67,0.11,0,Green,0,1296.0,Media (Arabica),Select Harvest PRO,1
Arabica,kawacom uganda ltd,Uganda,mt elgon,1,60 kg,Uganda Coffee Development Authority,"June 25th, 2014",SL14,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.5,7.5,82.67,0.12,0,Green,0,1650.0,Alta (Arabica),Select Harvest KAW,1
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,chiayi alishan 嘉義縣阿里山鄉,10,30 kg,Blossom Valley International,"December 26th, 2013",Typica,Washed / Wet,7.67,7.5,7.5,7.5,7.5,7.5,7.5,82.67,0.11,0,Green,0,1240.0,Media (Arabica),Legacy CQI,1
Arabica,松澤宏樹 koju matsuzawa,Thailand,phahi,300,60 kg,Specialty Coffee Institute of Asia,"September 3rd, 2013",Caturra,Washed / Wet,7.42,7.5,7.5,7.67,7.58,7.5,7.5,82.67,0.11,0,Blue-Green,0,1500.0,Alta (Arabica),Select Harvest 松澤宏,1
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"January 22nd, 2013",Caturra,Washed / Wet,7.75,7.58,7.67,7.25,7.58,7.42,7.42,82.67,0.11,0,Blue-Green,3,1800.0,Premium (Arabica),Private Reserve EXP,1
Arabica,adam kline,El Salvador,Other,288,1 kg,Specialty Coffee Association,"August 17th, 2012",Other,Washed / Wet,7.92,8.0,7.5,6.75,7.92,7.58,7.67,82.67,0.0,0,Green,17,1350.0,Media (Arabica),Horizon ADA,1
Arabica,juan luis alvarado romero,Guatemala,antigua,275,69 kg,Asociacion Nacional Del Café,"July 17th, 2012",Caturra,Washed / Wet,7.67,7.67,7.17,7.67,7.5,7.5,7.5,82.67,0.11,0,Green,0,1500.0,Alta (Arabica),Select Harvest JUA,1
Arabica,doi tung development project,Thailand,thailand,2,1 kg,Specialty Coffee Association,"June 13th, 2012",Other,Washed / Wet,7.83,7.33,7.83,7.33,7.58,7.83,7.58,82.67,0.12,0,Blue-Green,0,800.0,Baja (Arabica),Equinox DOI,1
Arabica,montegrande,Mexico,Other,36,1 kg,AMECAFE,"June 6th, 2012",Other,Washed / Wet,7.58,7.58,7.42,7.58,7.42,7.5,7.58,82.67,0.11,0,Green,2,1100.0,Media (Arabica),Grand Cru MON,1
Arabica,grupo cafetalero los brujos spr de rl,Mexico,mahuixtlan,23,1 kg,AMECAFE,"June 6th, 2012",Typica,Washed / Wet,7.5,7.58,7.58,7.58,7.42,7.42,7.58,82.67,0.12,0,Green,0,950.0,Baja (Arabica),Grand Cru GRU,1
Arabica,george a. fernandez,Colombia,52 narino (exact location: mattituy; municipal region: florida code 381,1,1 kg,Specialty Coffee Association,"November 16th, 2011",Caturra,Washed / Wet,7.33,7.58,7.42,7.42,7.67,7.67,7.58,82.67,0.11,0,Green,0,3850.0,Premium (Arabica),Premium Batch GEO,1
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona,37,100 lbs,Specialty Coffee Association,"September 20th, 2011",Hawaiian Kona,Natural / Dry,7.83,7.67,7.5,7.67,7.5,7.58,7.58,82.67,0.03,2,Blue-Green,0,157.93516800000003,Baja (Arabica),Limited Edition KON,1
Arabica,young kim,Mexico,mexico,1,1 kg,Specialty Coffee Association,"April 6th, 2011",Blue Mountain,Washed / Wet,7.75,7.58,7.25,7.75,7.67,7.58,7.08,82.67,0.0,0,Green,1,1400.0,Media (Arabica),Select Harvest YOU,1
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"February 9th, 2011",Caturra,Washed / Wet,8.08,7.67,7.67,7.33,7.33,7.17,7.42,82.67,0.08,0,Green,3,1800.0,Premium (Arabica),Private Reserve EXP,1
Arabica,racafe & cia s.c.a,Colombia,Other,270,70 kg,Almacafé,"September 3rd, 2010",Caturra,Washed / Wet,7.5,7.42,7.33,7.33,7.67,7.83,7.58,82.67,0.21,0,Green,2,1750.0,Alta (Arabica),Private Reserve RAC,1
Arabica,juan luis alvarado romero,Guatemala,oriente,25,69 kg,Asociacion Nacional Del Café,"September 8th, 2017",Bourbon,Washed / Wet,7.5,7.42,7.42,7.75,7.5,7.5,7.5,82.58,0.1,0,Green,2,371.61216,Baja (Arabica),Select Harvest JUA,1
Arabica,"lin, che-hao krude 林哲豪",Taiwan,國姓鄉 guoshing township,6,5 kg,Specialty Coffee Association,"August 22nd, 2017",Typica,Pulped Natural / Honey,7.67,7.42,7.5,7.42,7.58,7.5,7.5,82.58,0.11,0,Green,0,1050.0,Media (Arabica),Private Reserve LIN,1
Arabica,gabriel barbara,Brazil,south of minas,198,59 kg,Brazil Specialty Coffee Association,"April 19th, 2017",Bourbon,Pulped Natural / Honey,7.5,7.58,7.42,7.5,7.75,7.33,7.5,82.58,0.11,0,Green,7,1000.0,Media (Arabica),Ancestral GAB,1
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,changhua baguashan 彰化市八卦山,1,10 kg,Blossom Valley International,"February 13th, 2017",Typica,Washed / Wet,7.25,7.25,7.0,7.08,7.0,7.0,10.0,82.58,0.11,0,Blue-Green,0,200.0,Baja (Arabica),Legacy CQI,2
Arabica,bourbon specialty coffees,Brazil,campos altos - cerrado,300,60 kg,Brazil Specialty Coffee Association,"December 28th, 2015",Bourbon,Natural / Dry,7.42,7.42,7.5,7.33,7.25,7.67,8.0,82.58,0.0,1,Green,2,1000.0,Media (Arabica),Heritage BOU,1
Arabica,andry simarmata,Indonesia,aceh,150,2 kg,Torch Coffee Lab Yunnan,"September 15th, 2015",Typica,Semi-Washed / Semi-Pulped,7.83,7.58,7.42,7.33,7.42,7.5,7.5,82.58,0.13,0,Blue-Green,6,1250.0,Media (Arabica),Grand Cru AND,1
Arabica,doi tung development project,Thailand,thailand,1,1 kg,Specialty Coffee Association,"June 9th, 2015",Caturra,Washed / Wet,7.75,7.33,7.42,7.67,7.42,7.5,7.5,82.58,0.12,0,Green,0,800.0,Baja (Arabica),Equinox DOI,1
Arabica,松澤宏樹 koju matsuzawa,Thailand,chiangrai,50,20 kg,Specialty Coffee Institute of Asia,"February 15th, 2015",Caturra,Washed / Wet,7.42,7.58,7.58,7.42,7.58,7.5,7.5,82.58,0.12,0,Blue-Green,1,1450.0,Media (Arabica),Select Harvest 松澤宏,1
Arabica,tembo coffee company ltd,"Tanzania, United Republic Of",ikand village,10,60 kg,Africa Fine Coffee Association,"December 12th, 2014",Other,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.5,7.5,82.58,0.12,0,Green,1,1317.0,Media (Arabica),Private Reserve TEM,1
Arabica,kawacom uganda ltd,Uganda,eastern,1,60 kg,Uganda Coffee Development Authority,"June 30th, 2014",SL14,Natural / Dry,7.83,7.5,7.42,7.58,7.42,7.42,7.42,82.58,0.12,0,Green,0,1650.0,Alta (Arabica),Select Harvest KAW,1
Arabica,eric thormaehlen,Costa Rica,central valley,250,1 kg,Specialty Coffee Association of Costa Rica,"May 9th, 2014",Catuai,Washed / Wet,7.67,7.42,7.5,7.67,7.0,7.75,7.58,82.58,0.11,0,Green,3,1300.0,Media (Arabica),Ancestral ERI,1
Arabica,dane loraas,Mexico,veracruz,320,5 lbs,Specialty Coffee Association,"April 18th, 2014",Typica,Washed / Wet,7.58,7.58,7.42,7.75,7.67,7.67,7.58,82.58,0.0,0,Green,11,1250.0,Media (Arabica),Select Harvest DAN,1
Arabica,brent hall,Guatemala,Other,1,2 kg,Specialty Coffee Association,"December 10th, 2013",Bourbon,Natural / Dry,7.5,7.58,7.42,7.58,7.42,7.58,7.5,82.58,0.0,0,Blue-Green,4,431.999136,Baja (Arabica),Horizon BRE,1
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"April 16th, 2013",Caturra,Washed / Wet,7.75,7.25,7.33,7.42,7.5,7.83,7.5,82.58,0.11,0,Blue-Green,3,1750.0,Alta (Arabica),Private Reserve EXP,1
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"October 9th, 2012",Caturra,Washed / Wet,7.75,7.5,7.75,7.25,7.33,7.58,7.42,82.58,0.11,0,Green,3,1750.0,Alta (Arabica),Private Reserve EXP,1
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"February 27th, 2013",Caturra,Washed / Wet,7.58,7.5,7.42,7.58,7.67,7.42,7.42,82.58,0.11,0,Green,0,1750.0,Alta (Arabica),Private Reserve EXP,1
Arabica,guillermo rojas saldana,Mexico,oaxaca,50,1 kg,AMECAFE,"September 4th, 2012",Typica,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.5,7.58,82.58,0.1,0,Green,6,1250.0,Media (Arabica),Premium Batch GUI,1
Arabica,organizaciones de productores de cafe colimense,Mexico,colima,70,1 kg,AMECAFE,"July 2nd, 2012",Typica,Washed / Wet,7.67,7.58,7.58,7.75,7.67,6.83,7.5,82.58,0.12,0,Green,0,1150.0,Media (Arabica),Origins ORG,1
Arabica,racafe & cia s.c.a,Colombia,huila,275,70 kg,Almacafé,"June 13th, 2012",Caturra,Washed / Wet,7.33,7.42,7.58,7.42,7.67,7.5,7.67,82.58,0.11,2,Green,2,1775.0,Alta (Arabica),Private Reserve RAC,1
Arabica,nucoffee,Brazil,south of minas,42,60 kg,NUCOFFEE,"October 28th, 2011",Mundo Novo,Natural / Dry,7.58,7.5,7.33,7.75,7.5,7.5,7.42,82.58,0.0,0,Green,4,975.0,Baja (Arabica),Zenith NUC,1
Arabica,ipanema coffees,Brazil,south of minas,320,60 kg,Brazil Specialty Coffee Association,"October 20th, 2017",Bourbon,Natural / Dry,7.5,7.5,7.5,7.5,7.58,7.5,7.42,82.5,0.11,0,Green,4,890.0,Baja (Arabica),Premium Batch IPA,1
Arabica,sanjava coffee,Indonesia,bali,2,1 kg,Specialty Coffee Association of Indonesia,"September 4th, 2017",Other,Washed / Wet,7.83,7.75,7.25,7.5,7.42,7.33,7.42,82.5,0.11,0,Green,5,1250.0,Media (Arabica),Golden Bean SAN,1
Arabica,elsy reyes,Honduras,comayagua,275,69 kg,Instituto Hondureño del Café,"June 3rd, 2017",Caturra,Washed / Wet,7.58,7.58,7.33,7.5,7.5,7.5,7.5,82.5,0.1,0,Green,4,1400.0,Media (Arabica),Select Harvest ELS,1
Arabica,juan luis alvarado romero,Guatemala,oriente,50,69 kg,Asociacion Nacional Del Café,"March 16th, 2016",Bourbon,Washed / Wet,7.5,7.5,7.33,7.5,7.67,7.5,7.5,82.5,0.1,0,Green,2,371.61216,Baja (Arabica),Select Harvest JUA,1
Arabica,doi tung development project,Thailand,thailand,1,1 kg,Specialty Coffee Association,"June 9th, 2015",Caturra,Washed / Wet,7.5,7.83,7.5,7.75,7.33,7.42,7.83,82.5,0.12,0,Green,0,800.0,Baja (Arabica),Equinox DOI,1
Arabica,松澤宏樹 koju matsuzawa,Thailand,chiangrai,50,20 kg,Specialty Coffee Institute of Asia,"February 15th, 2015",Caturra,Washed / Wet,7.33,7.5,7.5,7.5,7.67,7.5,7.5,82.5,0.11,0,Blue-Green,0,1450.0,Media (Arabica),Select Harvest 松澤宏,1
Arabica,shah plantations,"Tanzania, United Republic Of",karatu arusha,37,60 kg,Africa Fine Coffee Association,"December 18th, 2014",Other,Washed / Wet,7.67,7.42,7.33,7.58,7.5,7.5,7.5,82.5,0.12,0,Green,1,1600.0,Alta (Arabica),Grand Cru SHA,1
Arabica,amkeni gourmet coffee group,"Tanzania, United Republic Of",moshi,5,60 kg,Africa Fine Coffee Association,"December 12th, 2014",Other,Washed / Wet,7.75,7.0,7.42,7.58,7.58,7.58,7.58,82.5,0.12,0,Blue-Green,3,1600.0,Alta (Arabica),Ancestral AMK,1
Arabica,lusso lab,Mexico,chiapas,2,2 kg,Specialty Coffee Association,"April 14th, 2014",Other,Washed / Wet,7.42,7.58,7.5,7.67,7.25,7.5,7.58,82.5,0.0,0,Green,1,1600.0,Alta (Arabica),Legacy LUS,1
Arabica,ipanema coffees,Brazil,south of minas,69,60 kg,Specialty Coffee Association,"January 14th, 2014",Yellow Bourbon,Semi-Washed / Semi-Pulped,7.42,7.5,7.67,7.33,7.42,7.67,7.5,82.5,0.11,0,Blue-Green,0,1260.0,Media (Arabica),Premium Batch IPA,1
Arabica,juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,"May 30th, 2013",Bourbon,Washed / Wet,7.83,7.42,7.33,7.67,7.42,7.5,7.33,82.5,0.12,0,Green,4,399.4830720000001,Baja (Arabica),Select Harvest JUA,1
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"May 7th, 2013",Caturra,Washed / Wet,7.5,7.5,7.42,7.42,7.58,7.58,7.5,82.5,0.11,0,Green,1,1750.0,Alta (Arabica),Private Reserve EXP,1
Arabica,juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,"February 26th, 2013",Bourbon,Washed / Wet,7.83,7.67,7.17,7.33,7.5,7.67,7.33,82.5,0.11,0,Green,0,399.4830720000001,Baja (Arabica),Select Harvest JUA,1
Arabica,saul m. hernandez ramirez,Mexico,san bartolo tutotepec,10,1 kg,AMECAFE,"September 27th, 2012",Typica,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.42,7.58,82.5,0.13,0,Green,10,1679.0,Alta (Arabica),Origins SAU,1
Arabica,enrique mitre lopez,Mexico,zapotitlan de mendez,10,1 kg,AMECAFE,"July 26th, 2012",Typica,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,7.5,82.5,0.12,0,Green,5,1100.0,Media (Arabica),Mill ENR,1
Arabica,enrique eduardo lopez aguilar,Mexico,la concordia,28,1 kg,AMECAFE,"June 7th, 2012",Typica,Semi-Washed / Semi-Pulped,7.92,7.5,7.33,7.58,7.25,7.42,7.5,82.5,0.11,0,Green,2,1650.0,Alta (Arabica),Zenith ENR,1
Arabica,juan luis alvarado romero,Guatemala,oriente,275,1 kg,Asociacion Nacional Del Café,"March 26th, 2012",Caturra,Natural / Dry,7.67,7.33,7.33,7.33,7.5,7.83,7.5,82.5,0.11,0,Green,5,431.999136,Baja (Arabica),Select Harvest JUA,1
Arabica,jacques pereira carneiro,Brazil,carmo de minas,300,60 kg,NUCOFFEE,"March 16th, 2012",Bourbon,Semi-Washed / Semi-Pulped,7.67,7.42,7.33,7.67,7.5,7.5,7.42,82.5,0.0,0,Blue-Green,4,1250.0,Media (Arabica),Legacy JAC,1
Arabica,racafe & cia s.c.a,Colombia,huila,275,70 kg,Almacafé,"March 5th, 2012",Caturra,Washed / Wet,7.67,7.5,7.33,7.5,7.25,7.67,7.58,82.5,0.11,1,Green,3,1775.0,Alta (Arabica),Private Reserve RAC,1
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona,7,100 lbs,Specialty Coffee Association,"February 23rd, 2012",Hawaiian Kona,Washed / Wet,7.33,7.42,7.33,7.75,7.42,7.67,7.58,82.5,0.12,2,Green,3,157.93516800000003,Baja (Arabica),Limited Edition KON,1
Arabica,adam kline,Guatemala,huehuetenango,245,1,Specialty Coffee Association,"July 23rd, 2010",Bourbon,Washed / Wet,7.75,7.58,7.67,7.67,7.58,7.58,7.33,82.5,0.01,1,Green,14,1600.0,Alta (Arabica),Horizon ADA,1
Arabica,brian beck,Honduras,"comayagua, honduras",1,2 kg,Specialty Coffee Association,"September 27th, 2017",Other,Washed / Wet,7.42,7.67,7.17,7.58,7.58,7.5,7.5,82.42,0.12,0,Green,6,1500.0,Alta (Arabica),Select Harvest BRI,1
Arabica,juan luis alvarado romero,Guatemala,san marcos,50,69 kg,Asociacion Nacional Del Café,"September 8th, 2017",Bourbon,Washed / Wet,7.58,7.5,7.33,7.75,7.33,7.5,7.42,82.42,0.1,0,Green,2,1700.0,Alta (Arabica),Select Harvest JUA,1
Arabica,juan luis alvarado romero,Guatemala,san marcos,50,69 kg,Asociacion Nacional Del Café,"June 1st, 2017",Bourbon,Washed / Wet,7.67,7.58,7.25,7.67,7.42,7.33,7.5,82.42,0.12,0,Green,0,1700.0,Alta (Arabica),Select Harvest JUA,1
Arabica,juan luis alvarado romero,Guatemala,el progreso,20,69 kg,Asociacion Nacional Del Café,"June 1st, 2017",Bourbon,Washed / Wet,7.58,7.5,7.25,7.67,7.5,7.5,7.42,82.42,0.12,0,Green,0,48.12377472000001,Baja (Arabica),Select Harvest JUA,1
Arabica,juan luis alvarado romero,Guatemala,santa rosa,275,69 kg,Asociacion Nacional Del Café,"January 20th, 2017",Caturra,Washed / Wet,7.5,7.42,7.08,7.75,7.67,7.5,7.5,82.42,0.11,0,Green,3,431.999136,Baja (Arabica),Select Harvest JUA,1
Arabica,racafe & cia s.c.a,Colombia,guayata,43,70 kg,Almacafé,"August 5th, 2016",Caturra,Washed / Wet,5.08,7.75,7.83,7.75,7.83,8.08,8.08,82.42,0.11,0,Green,1,1600.0,Alta (Arabica),Private Reserve RAC,1
Arabica,yunnan coffee exchange,China,yunnan,3,60 kg,Yunnan Coffee Exchange,"April 6th, 2016",Catimor,Washed / Wet,7.67,7.42,7.42,7.5,7.42,7.42,7.58,82.42,0.1,0,Green,0,1600.0,Alta (Arabica),Limited Edition YUN,1
Arabica,bourbon specialty coffees,Brazil,campos altos - cerrado,300,60 kg,Brazil Specialty Coffee Association,"January 12th, 2016",Bourbon,Natural / Dry,7.42,7.5,7.33,7.5,7.25,7.42,8.0,82.42,0.11,0,Green,0,1000.0,Media (Arabica),Heritage BOU,1
Arabica,gladness obed pallangyo,"Tanzania, United Republic Of",arusha meru,10,60 kg,Africa Fine Coffee Association,"November 16th, 2015",Ruiru 11,Washed / Wet,7.67,7.25,7.42,7.42,7.67,7.42,7.58,82.42,0.13,0,Green,7,2285.0,Premium (Arabica),Select Harvest GLA,1
