Species,Owner,Country.of.Origin,Region,Number.of.Bags,Bag.Weight,In.Country.Partner,Grading.Date,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Color,Category.Two.Defects,altitude_mean_meters,categoria_altitud,Nombre_Comercial
Arabica,doi tung development project,Thailand,thailand,1,1 kg,Specialty Coffee Association,"June 9th, 2015",Caturra,Washed / Wet,7.75,7.33,7.42,7.67,7.42,7.5,7.5,82.58,0.12,0,Green,0,800.0,Baja (Arabica),Origins DOI
Arabica,松澤宏樹 koju matsuzawa,Thailand,Other,50,20 kg,Specialty Coffee Institute of Asia,"February 15th, 2015",Caturra,Washed / Wet,7.42,7.58,7.58,7.42,7.58,7.5,7.5,82.58,0.12,0,Blue-Green,1,1450.0,Media (Arabica),Mill 松澤宏
Arabica,tembo coffee company ltd,"Tanzania, United Republic Of",Other,10,60 kg,Africa Fine Coffee Association,"December 12th, 2014",Other,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.5,7.5,82.58,0.12,0,Green,1,1317.0,Media (Arabica),Heritage TEM
Arabica,kawacom uganda ltd,Uganda,Other,1,60 kg,Uganda Coffee Development Authority,"June 30th, 2014",SL14,Natural / Dry,7.83,7.5,7.42,7.58,7.42,7.42,7.42,82.58,0.12,0,Green,0,1650.0,Alta (Arabica),Mill KAW
Arabica,eric thormaehlen,Costa Rica,Other,250,1 kg,Specialty Coffee Association of Costa Rica,"May 9th, 2014",Catuai,Washed / Wet,7.67,7.42,7.5,7.67,7.0,7.75,7.58,82.58,0.11,0,Green,3,1300.0,Media (Arabica),Heritage ERI
Arabica,dane loraas,Mexico,veracruz,320,5 lbs,Specialty Coffee Association,"April 18th, 2014",Typica,Washed / Wet,7.58,7.58,7.42,7.75,7.67,7.67,7.58,82.58,0.0,0,Green,11,1250.0,Media (Arabica),Heritage DAN
Arabica,brent hall,Guatemala,Other,1,2 kg,Specialty Coffee Association,"December 10th, 2013",Bourbon,Natural / Dry,7.5,7.58,7.42,7.58,7.42,7.58,7.5,82.58,0.0,0,Blue-Green,4,431.999136,Baja (Arabica),Select Harvest BRE
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"April 16th, 2013",Caturra,Washed / Wet,7.75,7.25,7.33,7.42,7.5,7.83,7.5,82.58,0.11,0,Blue-Green,3,1750.0,Alta (Arabica),Heritage EXP
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"October 9th, 2012",Caturra,Washed / Wet,7.75,7.5,7.75,7.25,7.33,7.58,7.42,82.58,0.11,0,Green,3,1750.0,Alta (Arabica),Heritage EXP
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"February 27th, 2013",Caturra,Washed / Wet,7.58,7.5,7.42,7.58,7.67,7.42,7.42,82.58,0.11,0,Green,0,1750.0,Alta (Arabica),Heritage EXP
Arabica,guillermo rojas saldana,Mexico,Other,50,1 kg,AMECAFE,"September 4th, 2012",Typica,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.5,7.58,82.58,0.1,0,Green,6,1250.0,Media (Arabica),Private Reserve GUI
Arabica,organizaciones de productores de cafe colimense,Mexico,Other,70,1 kg,AMECAFE,"July 2nd, 2012",Typica,Washed / Wet,7.67,7.58,7.58,7.75,7.67,6.83,7.5,82.58,0.12,0,Green,0,1150.0,Media (Arabica),Origins ORG
Arabica,racafe & cia s.c.a,Colombia,huila,275,70 kg,Almacafé,"June 13th, 2012",Caturra,Washed / Wet,7.33,7.42,7.58,7.42,7.67,7.5,7.67,82.58,0.11,2,Green,2,1775.0,Alta (Arabica),Heritage RAC
Arabica,nucoffee,Brazil,south of minas,42,60 kg,NUCOFFEE,"October 28th, 2011",Mundo Novo,Natural / Dry,7.58,7.5,7.33,7.75,7.5,7.5,7.42,82.58,0.0,0,Green,4,975.0,Baja (Arabica),Heritage NUC
Arabica,ipanema coffees,Brazil,south of minas,320,60 kg,Brazil Specialty Coffee Association,"October 20th, 2017",Bourbon,Natural / Dry,7.5,7.5,7.5,7.5,7.58,7.5,7.42,82.5,0.11,0,Green,4,890.0,Baja (Arabica),Private Reserve IPA
Arabica,sanjava coffee,Indonesia,Other,2,1 kg,Specialty Coffee Association of Indonesia,"September 4th, 2017",Other,Washed / Wet,7.83,7.75,7.25,7.5,7.42,7.33,7.42,82.5,0.11,0,Green,5,1250.0,Media (Arabica),Select Harvest SAN
Arabica,elsy reyes,Honduras,comayagua,275,69 kg,Instituto Hondureño del Café,"June 3rd, 2017",Caturra,Washed / Wet,7.58,7.58,7.33,7.5,7.5,7.5,7.5,82.5,0.1,0,Green,4,1400.0,Media (Arabica),Mill ELS
Arabica,juan luis alvarado romero,Guatemala,oriente,50,69 kg,Asociacion Nacional Del Café,"March 16th, 2016",Bourbon,Washed / Wet,7.5,7.5,7.33,7.5,7.67,7.5,7.5,82.5,0.1,0,Green,2,371.61216,Baja (Arabica),Mill JUA
Arabica,doi tung development project,Thailand,thailand,1,1 kg,Specialty Coffee Association,"June 9th, 2015",Caturra,Washed / Wet,7.5,7.83,7.5,7.75,7.33,7.42,7.83,82.5,0.12,0,Green,0,800.0,Baja (Arabica),Origins DOI
Arabica,松澤宏樹 koju matsuzawa,Thailand,Other,50,20 kg,Specialty Coffee Institute of Asia,"February 15th, 2015",Caturra,Washed / Wet,7.33,7.5,7.5,7.5,7.67,7.5,7.5,82.5,0.11,0,Blue-Green,0,1450.0,Media (Arabica),Mill 松澤宏
Arabica,shah plantations,"Tanzania, United Republic Of",Other,37,60 kg,Africa Fine Coffee Association,"December 18th, 2014",Other,Washed / Wet,7.67,7.42,7.33,7.58,7.5,7.5,7.5,82.5,0.12,0,Green,1,1600.0,Alta (Arabica),Mill SHA
Arabica,amkeni gourmet coffee group,"Tanzania, United Republic Of",Other,5,60 kg,Africa Fine Coffee Association,"December 12th, 2014",Other,Washed / Wet,7.75,7.0,7.42,7.58,7.58,7.58,7.58,82.5,0.12,0,Blue-Green,3,1600.0,Alta (Arabica),Select Harvest AMK
Arabica,lusso lab,Mexico,chiapas,2,2 kg,Specialty Coffee Association,"April 14th, 2014",Other,Washed / Wet,7.42,7.58,7.5,7.67,7.25,7.5,7.58,82.5,0.0,0,Green,1,1600.0,Alta (Arabica),Mill LUS
Arabica,ipanema coffees,Brazil,south of minas,69,60 kg,Specialty Coffee Association,"January 14th, 2014",Yellow Bourbon,Semi-Washed / Semi-Pulped,7.42,7.5,7.67,7.33,7.42,7.67,7.5,82.5,0.11,0,Blue-Green,0,1260.0,Media (Arabica),Private Reserve IPA
Arabica,juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,"May 30th, 2013",Bourbon,Washed / Wet,7.83,7.42,7.33,7.67,7.42,7.5,7.33,82.5,0.12,0,Green,4,399.4830720000001,Baja (Arabica),Mill JUA
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"May 7th, 2013",Caturra,Washed / Wet,7.5,7.5,7.42,7.42,7.58,7.58,7.5,82.5,0.11,0,Green,1,1750.0,Alta (Arabica),Heritage EXP
Arabica,juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,"February 26th, 2013",Bourbon,Washed / Wet,7.83,7.67,7.17,7.33,7.5,7.67,7.33,82.5,0.11,0,Green,0,399.4830720000001,Baja (Arabica),Mill JUA
Arabica,saul m. hernandez ramirez,Mexico,Other,10,1 kg,AMECAFE,"September 27th, 2012",Typica,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.42,7.58,82.5,0.13,0,Green,10,1679.0,Alta (Arabica),Origins SAU
Arabica,enrique mitre lopez,Mexico,Other,10,1 kg,AMECAFE,"July 26th, 2012",Typica,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,7.5,82.5,0.12,0,Green,5,1100.0,Media (Arabica),Select Harvest ENR
Arabica,enrique eduardo lopez aguilar,Mexico,la concordia,28,1 kg,AMECAFE,"June 7th, 2012",Typica,Semi-Washed / Semi-Pulped,7.92,7.5,7.33,7.58,7.25,7.42,7.5,82.5,0.11,0,Green,2,1650.0,Alta (Arabica),Origins ENR
Arabica,juan luis alvarado romero,Guatemala,oriente,275,1 kg,Asociacion Nacional Del Café,"March 26th, 2012",Caturra,Natural / Dry,7.67,7.33,7.33,7.33,7.5,7.83,7.5,82.5,0.11,0,Green,5,431.999136,Baja (Arabica),Mill JUA
Arabica,jacques pereira carneiro,Brazil,Other,300,60 kg,NUCOFFEE,"March 16th, 2012",Bourbon,Semi-Washed / Semi-Pulped,7.67,7.42,7.33,7.67,7.5,7.5,7.42,82.5,0.0,0,Blue-Green,4,1250.0,Media (Arabica),Select Harvest JAC
Arabica,racafe & cia s.c.a,Colombia,huila,275,70 kg,Almacafé,"March 5th, 2012",Caturra,Washed / Wet,7.67,7.5,7.33,7.5,7.25,7.67,7.58,82.5,0.11,1,Green,3,1775.0,Alta (Arabica),Heritage RAC
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona,7,100 lbs,Specialty Coffee Association,"February 23rd, 2012",Hawaiian Kona,Washed / Wet,7.33,7.42,7.33,7.75,7.42,7.67,7.58,82.5,0.12,2,Green,3,157.93516800000003,Baja (Arabica),Private Reserve KON
Arabica,adam kline,Guatemala,huehuetenango,245,1,Specialty Coffee Association,"July 23rd, 2010",Bourbon,Washed / Wet,7.75,7.58,7.67,7.67,7.58,7.58,7.33,82.5,0.01,1,Green,14,1600.0,Alta (Arabica),Select Harvest ADA
Arabica,brian beck,Honduras,Other,1,2 kg,Specialty Coffee Association,"September 27th, 2017",Other,Washed / Wet,7.42,7.67,7.17,7.58,7.58,7.5,7.5,82.42,0.12,0,Green,6,1500.0,Alta (Arabica),Mill BRI
Arabica,juan luis alvarado romero,Guatemala,san marcos,50,69 kg,Asociacion Nacional Del Café,"September 8th, 2017",Bourbon,Washed / Wet,7.58,7.5,7.33,7.75,7.33,7.5,7.42,82.42,0.1,0,Green,2,1700.0,Alta (Arabica),Mill JUA
Arabica,juan luis alvarado romero,Guatemala,san marcos,50,69 kg,Asociacion Nacional Del Café,"June 1st, 2017",Bourbon,Washed / Wet,7.67,7.58,7.25,7.67,7.42,7.33,7.5,82.42,0.12,0,Green,0,1700.0,Alta (Arabica),Mill JUA
Arabica,juan luis alvarado romero,Guatemala,Other,20,69 kg,Asociacion Nacional Del Café,"June 1st, 2017",Bourbon,Washed / Wet,7.58,7.5,7.25,7.67,7.5,7.5,7.42,82.42,0.12,0,Green,0,48.12377472000001,Baja (Arabica),Mill JUA
Arabica,juan luis alvarado romero,Guatemala,santa rosa,275,69 kg,Asociacion Nacional Del Café,"January 20th, 2017",Caturra,Washed / Wet,7.5,7.42,7.08,7.75,7.67,7.5,7.5,82.42,0.11,0,Green,3,431.999136,Baja (Arabica),Mill JUA
Arabica,racafe & cia s.c.a,Colombia,Other,43,70 kg,Almacafé,"August 5th, 2016",Caturra,Washed / Wet,5.08,7.75,7.83,7.75,7.83,8.08,8.08,82.42,0.11,0,Green,1,1600.0,Alta (Arabica),Heritage RAC
Arabica,yunnan coffee exchange,China,yunnan,3,60 kg,Yunnan Coffee Exchange,"April 6th, 2016",Catimor,Washed / Wet,7.67,7.42,7.42,7.5,7.42,7.42,7.58,82.42,0.1,0,Green,0,1600.0,Alta (Arabica),Private Reserve YUN
Arabica,bourbon specialty coffees,Brazil,Other,300,60 kg,Brazil Specialty Coffee Association,"January 12th, 2016",Bourbon,Natural / Dry,7.42,7.5,7.33,7.5,7.25,7.42,8.0,82.42,0.11,0,Green,0,1000.0,Media (Arabica),Origins BOU
Arabica,gladness obed pallangyo,"Tanzania, United Republic Of",Other,10,60 kg,Africa Fine Coffee Association,"November 16th, 2015",Other,Washed / Wet,7.67,7.25,7.42,7.42,7.67,7.42,7.58,82.42,0.13,0,Green,7,2285.0,Premium (Arabica),Heritage GLA
Arabica,ipanema coffees,Brazil,south of minas,320,2 kg,Brazil Specialty Coffee Association,"October 8th, 2015",Yellow Bourbon,Natural / Dry,7.17,7.83,7.33,7.5,7.75,7.42,7.42,82.42,0.0,0,Green,0,1.0,Baja (Arabica),Private Reserve IPA
Arabica,the coffee source inc.,Guatemala,Other,250,1 kg,Specialty Coffee Association of Costa Rica,"December 18th, 2014",Caturra,Washed / Wet,7.5,7.5,7.5,7.67,7.42,7.5,7.33,82.42,0.1,0,Green,0,1400.0,Media (Arabica),Origins THE
Arabica,productos y servicios chilindron s.a. de c.v.,Mexico,Other,10,1 kg,AMECAFE,"August 14th, 2014",Typica,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,7.58,82.42,0.11,0,Green,0,1296.0,Media (Arabica),Mill PRO
Arabica,nucoffee,Brazil,south of minas,39,60 kg,NUCOFFEE,"May 8th, 2014",Catuai,Semi-Washed / Semi-Pulped,7.58,7.67,7.33,7.5,7.5,7.42,7.42,82.42,0.12,0,Blue-Green,1,1000.0,Media (Arabica),Heritage NUC
Arabica,dane loraas,Peru,Other,320,5 lbs,Specialty Coffee Association,"January 21st, 2014",Caturra,Washed / Wet,7.58,7.58,7.58,7.75,7.5,7.58,7.5,82.42,0.0,0,Green,3,1300.0,Media (Arabica),Heritage DAN
Arabica,ipanema coffees,Brazil,south of minas,220,60 kg,Specialty Coffee Association,"December 30th, 2013",Yellow Bourbon,Natural / Dry,7.25,7.33,7.25,7.5,7.42,7.5,8.17,82.42,0.0,0,Green,0,1260.0,Media (Arabica),Private Reserve IPA
Arabica,manuel herrera juarez,Mexico,veracruz,10,1 kg,AMECAFE,"December 12th, 2013",Bourbon,Washed / Wet,7.5,7.58,7.5,7.92,7.42,7.67,7.5,82.42,0.12,0,Green,0,1170.0,Media (Arabica),Mill MAN
Arabica,brent hall,Honduras,Other,1,2 kg,Specialty Coffee Association,"December 10th, 2013",Caturra,Washed / Wet,7.25,7.67,7.42,7.17,7.75,7.5,7.67,82.42,0.09,0,Green,2,1400.0,Media (Arabica),Select Harvest BRE
Arabica,racafe & cia s.c.a,Colombia,huila,250,70 kg,Almacafé,"May 31st, 2013",Caturra,Washed / Wet,7.67,7.42,7.33,7.5,7.58,7.5,7.42,82.42,0.11,0,Green,9,1775.0,Alta (Arabica),Heritage RAC
Arabica,nestor mendez gomez,Mexico,chiapas,49,1 kg,AMECAFE,"March 29th, 2013",Typica,Washed / Wet,7.5,7.42,7.42,7.67,7.42,7.58,7.42,82.42,0.12,0,Green,5,1560.0,Alta (Arabica),Private Reserve NES
Arabica,jesus salazar velasco,Mexico,Other,20,1 kg,AMECAFE,"September 11th, 2012",Typica,Semi-Washed / Semi-Pulped,7.42,7.58,7.5,7.42,7.58,7.5,7.42,82.42,0.13,0,Green,2,1400.0,Media (Arabica),Heritage JES
Arabica,"el equimite, cafetal biodinámico",Mexico,coatepec,35,1 kg,AMECAFE,"September 10th, 2012",Typica,Washed / Wet,7.42,7.58,7.33,7.58,7.5,7.5,7.5,82.42,0.14,0,Green,9,1300.0,Media (Arabica),Origins EL 
Arabica,manuel herrera juarez,Mexico,Other,10,1 kg,AMECAFE,"August 31st, 2012",Caturra,Washed / Wet,7.75,7.33,7.25,7.58,7.58,7.33,7.58,82.42,0.13,0,Green,1,1170.0,Media (Arabica),Mill MAN
Arabica,dario cesar galeana sanchez,Mexico,Other,74,1 kg,AMECAFE,"July 25th, 2012",Typica,Washed / Wet,7.5,7.58,7.33,7.5,7.5,7.5,7.5,82.42,0.11,0,Green,0,1300.0,Media (Arabica),Heritage DAR
Arabica,jose daniel cobilt castro,Mexico,veracruz,26,1 kg,AMECAFE,"July 11th, 2012",Other,Washed / Wet,7.58,7.58,7.17,7.5,7.5,7.5,7.58,82.42,0.14,0,Green,6,1350.0,Media (Arabica),Select Harvest JOS
Arabica,alvaro quiros perez,Mexico,Other,10,1 kg,AMECAFE,"July 3rd, 2012",Caturra,Washed / Wet,7.58,7.33,7.33,7.58,7.5,7.5,7.58,82.42,0.11,0,Green,0,1150.0,Media (Arabica),Heritage ALV
Arabica,olivia hernandez virves,Mexico,Other,1,1 kg,AMECAFE,"June 6th, 2012",Bourbon,Washed / Wet,7.67,7.58,7.33,7.42,7.58,7.33,7.5,82.42,0.13,0,Green,4,1250.0,Media (Arabica),Select Harvest OLI
Arabica,finca las nieves,Mexico,Other,10,1 kg,AMECAFE,"April 9th, 2012",Typica,Washed / Wet,7.83,7.5,7.42,7.67,7.17,7.33,7.5,82.42,0.12,0,Blue-Green,0,1450.0,Media (Arabica),Mill FIN
Arabica,carcafe ltda ci,Colombia,huila,250,70 kg,Almacafé,"January 31st, 2012",Caturra,Natural / Dry,7.67,7.33,7.25,7.42,7.5,7.67,7.58,82.42,0.0,0,Green,2,442.0,Baja (Arabica),Mill CAR
Arabica,nucoffee,Brazil,south of minas,51,60 kg,NUCOFFEE,"January 23rd, 2012",Other,Natural / Dry,7.75,7.5,7.42,7.42,7.5,7.42,7.42,82.42,0.11,0,Blue-Green,2,1000.0,Media (Arabica),Heritage NUC
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"December 22nd, 2011",Caturra,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.58,7.75,82.42,0.0,0,Green,2,1750.0,Alta (Arabica),Heritage EXP
Arabica,exportadora de cafe condor s.a,Colombia,huila,0,70 kg,Almacafé,"September 22nd, 2011",Caturra,Washed / Wet,7.58,7.25,7.42,7.25,7.58,7.83,7.5,82.42,0.02,0,Green,1,1750.0,Alta (Arabica),Heritage EXP
Arabica,bismarck castro,Honduras,comayagua,275,69 kg,Instituto Hondureño del Café,"April 6th, 2017",Caturra,Washed / Wet,7.5,7.58,7.33,7.5,7.42,7.42,7.58,82.33,0.1,0,Green,8,1396.0,Media (Arabica),Heritage BIS
Arabica,pedro santos e silva,Brazil,cerrado,320,2 kg,Brazil Specialty Coffee Association,"February 9th, 2017",Catuai,Natural / Dry,7.33,7.5,7.5,7.33,7.5,7.5,7.67,82.33,0.11,0,Green,11,982.0,Baja (Arabica),Mill PED
Arabica,gabriel barbara,Brazil,cerrado,305,59 kg,Brazil Specialty Coffee Association,"October 13th, 2016",Bourbon,Natural / Dry,7.42,7.42,7.42,7.5,7.5,7.58,7.5,82.33,0.11,0,Green,14,1000.0,Media (Arabica),Private Reserve GAB
Arabica,ipanema coffees,Brazil,south of minas,320,60 kg,Brazil Specialty Coffee Association,"August 16th, 2016",Bourbon,Natural / Dry,7.5,7.5,7.42,7.5,7.42,7.5,7.5,82.33,0.11,0,Blue-Green,3,934.0,Baja (Arabica),Private Reserve IPA
Arabica,"ceca, s.a.",Costa Rica,tarrazu,100,69 kg,Specialty Coffee Association of Costa Rica,"July 15th, 2016",Caturra,Washed / Wet,7.75,7.5,7.25,7.25,7.42,7.67,7.5,82.33,0.1,6,Blue-Green,3,1850.0,Premium (Arabica),Select Harvest CEC
Arabica,rodrigo soto,Costa Rica,tarrazu,130,69 kg,Specialty Coffee Association of Costa Rica,"May 17th, 2016",Catuai,Washed / Wet,7.75,7.33,7.5,7.5,7.33,7.58,7.33,82.33,0.0,0,Green,0,1550.0,Alta (Arabica),Select Harvest ROD
Arabica,yunnan coffee exchange,China,Other,3,60 kg,Yunnan Coffee Exchange,"April 5th, 2016",Catimor,Pulped Natural / Honey,7.5,7.58,7.42,7.5,7.42,7.42,7.5,82.33,0.12,0,Green,2,1580.0,Alta (Arabica),Private Reserve YUN
Arabica,ipanema coffees,Brazil,south of minas,12,2 kg,Specialty Coffee Association,"October 8th, 2015",Bourbon,Natural / Dry,8.25,7.83,7.25,8.33,8.17,8.08,7.75,82.33,0.07,0,Green,0,1268.0,Media (Arabica),Private Reserve IPA
Arabica,bourbon specialty coffees,Brazil,Other,300,60 kg,Brazil Specialty Coffee Association,"April 20th, 2015",Mundo Novo,Natural / Dry,7.42,7.5,7.5,7.42,7.5,7.58,7.42,82.33,0.11,0,Green,10,1000.0,Media (Arabica),Origins BOU
Arabica,juan luis alvarado romero,Guatemala,huehuetenango,275,69 kg,Asociacion Nacional Del Café,"March 10th, 2015",Bourbon,Washed / Wet,7.5,7.42,7.17,7.83,7.5,7.5,7.42,82.33,0.1,0,Green,6,510.96672000000007,Baja (Arabica),Mill JUA
Arabica,afca,Malawi,Other,10,60 kg,Africa Fine Coffee Association,"November 4th, 2014",Gesha,Washed / Wet,7.33,7.58,7.42,7.58,7.33,7.5,7.58,82.33,0.12,0,Green,0,1450.0,Media (Arabica),Private Reserve AFC
Arabica,ipanema coffees,Brazil,south of minas,10,2 kg,Specialty Coffee Association,"October 15th, 2014",Bourbon,Natural / Dry,7.75,8.08,7.67,8.08,8.08,8.0,8.0,82.33,0.11,0,Blue-Green,0,1100.0,Media (Arabica),Private Reserve IPA
Arabica,juan luis alvarado romero,Guatemala,Other,250,69 kg,Asociacion Nacional Del Café,"June 10th, 2014",Pacas,Washed / Wet,7.58,7.67,7.5,7.58,7.75,7.5,7.42,82.33,0.12,0,Green,3,464.5152000000001,Baja (Arabica),Mill JUA
Arabica,dane loraas,Mexico,veracruz,320,5 lbs,Specialty Coffee Association,"April 2nd, 2014",Typica,Washed / Wet,7.33,7.58,7.42,7.5,7.5,7.5,7.5,82.33,0.11,0,Green,0,1250.0,Media (Arabica),Heritage DAN
Arabica,the coffee source inc.,Colombia,Other,250,3 kg,Specialty Coffee Association of Costa Rica,"January 21st, 2014",Caturra,Washed / Wet,7.42,7.33,7.5,7.17,7.08,8.33,7.5,82.33,0.1,0,Green,2,1300.0,Media (Arabica),Origins THE
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,Other,10,20 kg,Blossom Valley International,"December 26th, 2013",Typica,Semi-Washed / Semi-Pulped,7.5,7.5,7.5,7.5,7.5,7.5,7.33,82.33,0.11,0,Green,0,200.0,Baja (Arabica),Select Harvest CQI
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,Other,10,30 kg,Blossom Valley International,"December 26th, 2013",Typica,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,7.33,82.33,0.11,0,Green,0,600.0,Baja (Arabica),Select Harvest CQI
Arabica,juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,"July 16th, 2013",Bourbon,Washed / Wet,7.5,7.42,7.58,7.5,7.5,7.58,7.25,82.33,0.12,2,Green,1,399.4830720000001,Baja (Arabica),Mill JUA
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"June 21st, 2013",Caturra,Washed / Wet,7.5,7.42,7.5,7.5,7.5,7.58,7.33,82.33,0.0,0,Green,1,1750.0,Alta (Arabica),Heritage EXP
Arabica,alfredo bojalil,Mexico,"la concordia, chiapas",250,1 kg,AMECAFE,"March 15th, 2013",Typica,Washed / Wet,7.67,7.5,7.42,7.5,7.42,7.42,7.42,82.33,0.12,0,Green,3,1300.0,Media (Arabica),Origins ALF
Arabica,michael gavina,Costa Rica,Other,275,1 kg,Specialty Coffee Association,"October 9th, 2012",Caturra,Washed / Wet,7.92,7.58,7.25,7.75,7.92,7.58,7.67,82.33,0.0,0,Green,14,1300.0,Media (Arabica),Private Reserve MIC
Arabica,juan luis alvarado romero,Guatemala,Other,275,69 kg,Asociacion Nacional Del Café,"October 5th, 2012",Bourbon,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,7.33,82.33,0.11,0,Green,3,534.19248,Baja (Arabica),Mill JUA
Arabica,saul m. hernandez ramirez,Mexico,Other,10,1 kg,AMECAFE,"September 27th, 2012",Typica,Natural / Dry,7.58,7.67,7.58,7.33,7.0,7.58,7.58,82.33,0.15,1,Green,8,441.0,Baja (Arabica),Origins SAU
Arabica,manuel herrera juarez,Mexico,veracruz,10,1 kg,AMECAFE,"August 31st, 2012",Bourbon,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,7.0,82.33,0.13,0,Green,9,1170.0,Media (Arabica),Mill MAN
Arabica,juan luis alvarado romero,Guatemala,oriente,250,1 kg,Asociacion Nacional Del Café,"May 23rd, 2012",Bourbon,Washed / Wet,7.5,7.67,7.33,7.5,7.33,7.5,7.5,82.33,0.1,2,Green,5,399.4830720000001,Baja (Arabica),Mill JUA
Arabica,nucoffee,Brazil,Other,16,60 kg,NUCOFFEE,"April 11th, 2012",Mundo Novo,Natural / Dry,7.58,7.5,7.42,7.5,7.5,7.42,7.42,82.33,0.12,0,Green,2,1100.0,Media (Arabica),Heritage NUC
Arabica,maria luisa del carmen rojas narvaez,Mexico,Other,10,1 kg,AMECAFE,"March 5th, 2012",Typica,Washed / Wet,8.0,7.75,7.33,7.33,7.08,7.67,7.83,82.33,0.11,0,Green,0,1300.0,Media (Arabica),Heritage MAR
Arabica,nucoffee,Brazil,south of minas,44,60 kg,NUCOFFEE,"February 17th, 2012",Mundo Novo,Washed / Wet,7.58,7.58,7.25,7.58,7.42,7.5,7.42,82.33,0.11,0,Green,2,950.0,Baja (Arabica),Heritage NUC
Arabica,carcafe ltda ci,Colombia,huila,250,70 kg,Almacafé,"January 31st, 2012",Caturra,Natural / Dry,7.83,7.58,7.33,7.25,7.58,7.42,7.33,82.33,0.0,0,Green,0,442.0,Baja (Arabica),Mill CAR
Arabica,klem organics,Brazil,Other,1062,5 kg,Specialty Coffee Association,"November 15th, 2017",Catuai,Washed / Wet,7.58,7.5,7.25,7.42,7.67,7.33,7.5,82.25,0.09,2,Green,10,1100.0,Media (Arabica),Mill KLE
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,Other,1,10 kg,Blossom Valley International,"February 13th, 2017",Typica,Washed / Wet,7.0,7.08,7.0,7.17,7.0,7.0,10.0,82.25,0.1,0,Blue-Green,0,750.0,Baja (Arabica),Select Harvest CQI
Arabica,juan luis alvarado romero,Guatemala,Other,275,69 kg,Asociacion Nacional Del Café,"August 31st, 2016",Pacas,Washed / Wet,7.67,7.5,7.25,7.67,7.42,7.42,7.33,82.25,0.11,0,Green,2,1450.0,Media (Arabica),Mill JUA
Arabica,ipanema coffees,Brazil,south of minas,180,2 kg,Brazil Specialty Coffee Association,"October 8th, 2015",Yellow Bourbon,Natural / Dry,7.42,7.67,7.5,7.08,7.5,7.42,7.67,82.25,0.0,0,Green,9,1.0,Baja (Arabica),Private Reserve IPA
Arabica,consejo salvadoreño del café,El Salvador,Other,275,1 kg,Salvadoran Coffee Council,"July 8th, 2015",Bourbon,Washed / Wet,7.58,7.67,7.5,7.67,7.83,8.42,7.58,82.25,0.12,0,Green,0,1500.0,Alta (Arabica),Heritage CON
Arabica,cadexsa,Honduras,marcala,275,1 kg,Instituto Hondureño del Café,"April 15th, 2015",Catuai,Washed / Wet,7.58,7.5,7.42,7.58,7.42,7.42,7.33,82.25,0.11,0,Green,2,1350.0,Media (Arabica),Select Harvest CAD
Arabica,afca,Malawi,Other,10,60 kg,Africa Fine Coffee Association,"November 4th, 2014",Gesha,Washed / Wet,7.58,7.42,7.33,7.42,7.58,7.5,7.42,82.25,0.13,0,Blue-Green,0,1180.0,Media (Arabica),Private Reserve AFC
Arabica,ipanema coffees,Brazil,south of minas,320,2 kg,Specialty Coffee Association,"October 16th, 2014",Bourbon,Natural / Dry,7.75,7.58,7.42,7.42,7.33,7.33,7.42,82.25,0.11,0,Green,0,1100.0,Media (Arabica),Private Reserve IPA
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,Other,35,60 kg,Blossom Valley International,"December 26th, 2013",Typica,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,7.25,82.25,0.11,0,Green,0,650.0,Baja (Arabica),Select Harvest CQI
