DecisionTree,RandomForest,GradientBoosting,RandomForest_Optimized,GradientBoosting_Optimized
4.272777713507651e-06,9.109365849283017e-07,0.0,0.0,0.0
0.0,6.785665845362068e-05,0.0,3.208750724569311e-05,0.0
0.0,7.569835059025994e-08,0.0,5.842515310340264e-08,0.0
0.00013947089548152313,8.225184863727968e-06,0.0,5.767244100018504e-06,0.0
0.0,2.716888576790858e-05,0.0,1.4050503142641572e-05,0.0
0.0,1.1507003377925055e-08,0.0,0.0,0.0
0.0,6.137408516012726e-08,0.0,5.116510022949737e-07,0.0
0.0,3.936377702584067e-07,0.0,5.451363497852168e-09,0.0
0.0,3.130362711995034e-06,0.0,1.115725878702108e-05,0.0
2.4870839630647396e-16,0.0005823281038817941,0.0,0.0006044620430408761,7.532340423837698e-05
0.0,6.345740268370927e-08,0.0,0.0,0.0
0.0,6.619169301160885e-08,0.0,0.0,0.0
0.0,7.271694541037227e-08,0.0,0.0,0.0
0.0,7.528817302229932e-07,0.0,9.438962550502924e-09,0.0
0.0,4.986912678911607e-07,0.0,3.7464201511152743e-07,0.0
0.0,2.3268803901765606e-06,0.0,0.0,0.0
0.0,9.952449408839451e-07,0.0,6.211848552674755e-07,0.0
7.383359882735448e-07,5.7280289174883285e-05,0.0,5.0639189373322586e-05,0.0
0.0,2.5024645217230677e-06,0.0,6.398323381583413e-07,0.0
0.0,1.7772507125152104e-07,0.0,0.0,0.0
0.0,2.316034326110201e-07,0.0,0.0,0.0
0.0,0.0004983079535887355,9.658411478514116e-05,0.0003741906792787301,0.00033285984504269486
0.00020483810299334272,0.00011224729324126985,0.0,0.00018759110256054976,0.0
0.0,2.1192874316744197e-05,0.0,1.4520764859340341e-05,0.0
0.0,2.0421665554066855e-06,0.0,0.0,0.0
0.0,3.40901513583454e-06,0.0,1.1040338962030995e-06,0.0
3.816486486410135e-05,1.462642585637926e-06,0.0,0.0,0.0
0.0,8.854832356948942e-07,8.260989698187359e-05,0.0,0.0
0.0,1.6075839737172051e-07,0.0,8.654424412245689e-07,0.0
0.0,9.697671410518822e-07,0.0,3.3626588959740847e-07,0.0
0.0017711434247454784,0.0008845336235740265,0.00038386584590628566,0.0011677898475682038,0.0004508579340634742
0.0,4.002323103089589e-06,0.0,1.977615867889842e-06,0.0
0.002205247692729644,0.001291160885818497,0.00251527057798475,0.001280189065048991,0.002965910063955574
1.8432053426781935e-05,3.4323941187099803e-07,0.0,7.479093252338283e-08,0.0
0.0,5.250452263839991e-06,0.0,6.168470573607372e-06,0.0
0.0,1.957544917858156e-17,0.0,5.15136422014929e-07,0.0
0.0,7.831730850257823e-07,0.0,0.0,0.0
0.0,5.452203011796102e-08,0.0,0.0,0.0
0.0,5.18964951275479e-07,0.0,0.0,0.0
0.0,2.8786170638585704e-06,0.0,0.0,0.0
0.0,5.263081365395401e-07,0.0,4.704648443241523e-07,0.0
0.0,3.134956766921228e-06,0.0,7.368748356052591e-06,0.0
